step,customer,age,gender,merchant,category,amount,fraud
0623,730733765,3645,1,1198415165,0,21.52,1
0825,1179833140,5665,0,1823072687,12,37.1,0
0822,790395954,6065,1,1823072687,12,2.93,0
0813,1499019507,2635,0,1823072687,12,32.39,0
0713,177123752,4655,0,1823072687,12,10.7,0
0825,1216867117,4655,1,1823072687,12,54.63,0
0518,694265356,3645,1,480139044,4,399.02,1
0406,1214929092,3645,0,1888755466,8,24.64,1
0318,98091448,2635,1,348934600,12,58.52,0
0518,1530773220,5665,1,348934600,12,3.52,0
0710,1069648311,2635,0,1649169323,10,160.16,1
0714,1275518867,5665,1,980657600,10,708.31,1
0804,182918114,5665,1,1823072687,12,1.66,0
0429,798657650,3645,0,348934600,12,4.73,0
0827,332229910,4655,1,1823072687,12,12.75,0
0607,1497895052,2635,0,1823072687,12,40.62,0
0411,1974668487,2635,0,348934600,12,34.33,0
0522,1848884864,2635,1,1823072687,12,14.63,0
0703,2012722039,1925,1,348934600,12,37.97,0
0807,1676378077,2635,1,348934600,12,47.63,0
0809,902837455,3645,0,1823072687,12,22.25,0
0622,1545341907,4655,1,1823072687,12,7.96,0
0819,1468001998,3645,1,1353266412,6,169.64,1
0813,332727422,5665,0,1823072687,12,12.46,0
0727,585290792,4655,0,1823072687,12,26.65,0
0420,1790520611,3645,1,348934600,12,23.39,0
0804,892586401,4655,0,348934600,12,20.21,0
0710,327430270,5665,1,348934600,12,44.24,0
0703,1304555023,2635,1,732195782,13,1580.93,1
0614,756645719,2635,1,348934600,12,7.7,0
0807,1236489588,2635,1,1823072687,12,18.54,0
0625,859628493,3645,1,480139044,4,388.79,1
0316,553121592,3645,1,855959430,12,112.06,1
0620,2002713196,2635,0,480139044,4,906.96,1
0721,388262831,2635,1,1823072687,12,7.36,0
0523,1039390058,4655,0,348934600,12,28.2,0
0522,819978438,5665,1,209847108,0,136.97,0
0512,320437746,3645,1,1823072687,12,4.61,0
0718,525850964,2635,1,855959430,12,179.44,1
0630,632643861,2635,1,855959430,12,106.52,1
0321,1425441042,2635,0,348934600,12,34.35,0
0826,183456137,1925,0,348934600,12,11.21,0
0412,927766810,3645,1,209847108,0,2.6,0
0516,1632932485,1925,0,1823072687,12,10.7,0
0515,941334726,3645,1,1823072687,12,29.54,0
0518,1510535804,3645,1,1198415165,0,203.35,1
0624,1199849921,5665,0,1823072687,12,2.58,0
0401,114981535,3645,1,1823072687,12,9.78,0
0505,1830336096,4655,0,480139044,4,579.35,1
0427,907665937,2635,1,1823072687,12,12.28,0
0625,1710930627,2635,1,1913465890,4,25.0,0
0322,1602759549,2635,1,348934600,12,22.47,0
0620,1787537369,2635,0,1823072687,12,21.07,0
0617,1283110336,1925,0,480139044,4,448.97,1
0724,1870640785,4655,0,1823072687,12,41.56,0
0410,1361037703,2635,0,1823072687,12,53.81,0
0327,1921248691,0018,1,209847108,0,39.51,0
0721,1628244008,2635,0,1748431652,0,599.59,1
0528,369805136,4655,0,1823072687,12,16.62,0
0523,1347371891,2635,0,85975013,3,10.8,0
0609,1350963410,5665,1,547558035,2,45.34,1
0701,944367934,4655,1,348934600,12,26.9,0
0426,1931900243,5665,1,1823072687,12,5.82,0
0430,1232523772,1925,0,1823072687,12,11.2,0
0710,1468001998,3645,1,1198415165,0,424.58,1
0314,1032319289,3645,1,480139044,4,214.49,1
0713,2132909556,2635,0,348934600,12,59.02,0
0526,420340345,3645,0,348934600,12,5.66,0
0324,1855338494,4655,0,348934600,12,16.33,0
0319,1293579037,2635,1,17379832,10,346.43,1
0320,1464030920,1925,1,348934600,12,18.55,0
0804,1815496848,2635,0,1823072687,12,0.22,0
0421,1464489812,4655,0,3697346,7,183.0,1
0527,1348847019,3645,0,1741626453,10,391.43,1
0302,1568358546,2635,1,348934600,12,78.48,0
0814,781096653,4655,1,1823072687,12,50.77,0
0710,1370669821,2635,0,348934600,12,9.71,0
0328,49915499,4655,0,1823072687,12,6.14,0
0817,932908444,1925,1,480139044,4,426.99,1
0727,86186949,2635,1,1823072687,12,28.96,0
0512,1355090926,3645,1,1353266412,6,368.76,1
0310,1980881901,4655,0,348934600,12,20.69,0
0301,1828345671,4655,0,1823072687,12,23.59,0
0308,1240209240,1925,1,348934600,12,21.71,0
0722,1350963410,5665,1,980657600,10,314.95,1
0420,1532733169,3645,0,1823072687,12,2.58,0
0611,1239154010,4655,1,1823072687,12,26.73,0
0704,17166563,4655,1,85975013,3,42.11,0
0409,1196357413,3645,1,1823072687,12,8.36,0
0804,743791359,3645,1,1823072687,12,19.98,0
0728,1635613216,4655,1,1823072687,12,18.1,0
0407,651594350,3645,0,348934600,12,6.17,0
0506,1777502922,2635,1,2122776122,5,1056.81,1
0607,2055009466,4655,0,1823072687,12,27.84,0
0705,1741037105,1925,1,980657600,10,95.89,1
0731,1698214137,5665,1,1823072687,12,7.53,0
0318,12662072,4655,1,348934600,12,62.53,0
0707,724380392,2635,1,1823072687,12,33.03,0
0619,282411136,1925,0,348934600,12,33.48,0
0623,82010125,3645,0,480139044,4,1201.51,1
0726,2022102158,6065,1,480139044,4,157.24,1
0713,247537602,4655,0,348934600,12,6.97,0
0417,1216867117,4655,1,1823072687,12,29.64,0
0725,1778762788,2635,1,1823072687,12,40.0,0
0807,616715154,2635,1,480139044,4,263.52,1
0316,983659750,2635,0,348934600,12,47.04,0
0814,910454738,4655,1,2011752106,6,735.75,1
0503,897612698,4655,0,50039827,4,21.08,0
0521,779868884,1925,0,1823072687,12,8.21,0
0425,1151051721,3645,0,1823072687,12,14.94,0
0429,1960297159,2635,1,1823072687,12,2.55,0
0417,1983511229,3645,0,348934600,12,55.65,0
0808,1098443227,1925,0,1823072687,12,56.62,0
0822,1827331929,3645,1,1823072687,12,17.26,0
0502,249473604,4655,1,1823072687,12,49.81,0
0606,1010936270,3645,0,348934600,12,1.26,0
0619,144835944,4655,1,1823072687,12,1.54,0
0731,1414374774,5665,0,1823072687,12,25.58,0
0401,1143300850,1925,1,1823072687,12,19.48,0
0827,142595093,1925,1,1535107174,0,346.63,1
0427,186469824,4655,1,1823072687,12,24.01,0
0802,59912595,2635,1,1823072687,12,34.69,0
0524,324498528,5665,1,1823072687,12,13.74,0
0530,1783127345,4655,0,1823072687,12,22.6,0
0405,103240070,2635,1,1823072687,12,9.05,0
0825,759264122,1925,0,348934600,12,19.97,0
0330,915430510,2635,1,348934600,12,51.42,0
0523,343982358,6065,0,1823072687,12,9.41,0
0724,842993265,2635,1,1535107174,0,606.71,1
0328,175698222,2635,1,85975013,3,5.42,0
0513,610735261,2635,1,348934600,12,16.67,0
0726,1467832188,3645,0,85975013,3,2.63,0
0718,381007057,1925,1,2011752106,6,681.3,1
0819,2004941826,2635,1,1741626453,10,200.92,1
0419,1128349548,2635,1,1823072687,12,3.87,0
0625,2103685620,3645,1,1823072687,12,56.44,0
0521,650108285,4655,1,1823072687,12,53.63,0
0601,86186949,2635,1,1198415165,0,367.07,1
0529,375144053,6065,1,3697346,7,404.22,1
0613,1468001998,3645,1,732195782,13,3371.55,1
0522,1342849651,1925,0,1823072687,12,2.45,0
0601,855978131,3645,1,1823072687,12,27.29,0
0525,1744858817,6065,0,855959430,12,281.67,1
0330,2004941826,2635,1,480139044,4,67.97,1
0614,1433843082,4655,1,1823072687,12,56.32,0
0522,1379814778,2635,1,1823072687,12,28.79,0
0303,2126019044,4655,0,348934600,12,20.11,0
0602,1760986787,2635,0,1823072687,12,24.46,0
0721,2144163136,1925,1,1823072687,12,25.98,0
0517,1787537369,2635,0,1741626453,10,668.06,1
0409,854479209,2635,1,1823072687,12,5.73,0
0319,1791524453,2635,1,480139044,4,907.57,1
0708,896659218,4655,1,1535107174,0,152.27,1
0525,1983734850,3645,0,480139044,4,644.2,1
0817,1401244511,3645,0,348934600,12,36.77,0
0730,356750222,2635,0,1823072687,12,21.56,0
0326,862785719,3645,1,348934600,12,40.4,0
0324,526635102,2635,0,348934600,12,54.5,0
0811,1635987808,5665,1,85975013,3,5.46,0
0610,1944646841,1925,1,1823072687,12,32.74,0
0809,1046896257,4655,0,348934600,12,0.59,0
0405,86186949,2635,1,732195782,13,2859.43,1
0630,1869142879,5665,1,85975013,3,4.46,0
0429,611182051,2635,1,732195782,13,1921.75,1
0824,564489242,1925,0,85975013,3,32.54,0
0825,1611113200,6065,0,1913465890,4,89.37,0
0818,837113913,1925,0,1823072687,12,3.46,0
0327,1223439629,4655,0,840466850,11,458.23,1
0724,1191832390,2635,0,1823072687,12,48.13,0
0713,1512353179,3645,1,1823072687,12,21.67,0
0306,1572610482,3645,1,980657600,10,565.08,1
0325,23569509,5665,0,348934600,12,27.23,0
0624,1806256044,3645,0,348934600,12,28.0,0
0820,696720817,5665,1,1823072687,12,19.77,0
0516,1978250683,3645,1,1873032707,6,395.26,1
0620,1350963410,5665,1,1535107174,0,118.76,1
0411,2044438336,2635,0,1823072687,12,4.63,0
0621,1487982242,2635,1,1600850729,2,98.3,0
0820,906611945,2635,0,85975013,3,29.48,0
0424,1807259356,3645,1,348934600,12,32.85,0
0514,855978131,3645,1,1823072687,12,33.2,0
0403,728039227,6065,0,348934600,12,29.83,0
0506,268949400,4655,0,1823072687,12,15.07,0
0608,1338020899,3645,0,348934600,12,17.1,0
0820,374616385,1925,1,732195782,13,2374.66,1
0618,914000857,0000,2,1823072687,12,18.6,0
0514,1011693897,1925,1,1823072687,12,4.04,0
0807,1605182199,3645,1,348934600,12,39.92,0
0825,297347471,4655,0,1823072687,12,1.54,0
0718,1510535804,3645,1,3697346,7,223.06,1
0427,1803182614,2635,0,547558035,2,538.58,1
0810,1045652139,6065,0,85975013,3,50.63,0
0816,330615170,2635,1,980657600,10,658.51,1
0708,763005836,3645,1,1823072687,12,15.5,0
0312,2095429384,2635,1,1823072687,12,41.81,0
0402,487243829,3645,0,209847108,0,88.58,0
0724,483912131,2635,1,855959430,12,76.64,1
0726,1033416330,3645,0,1353266412,6,46.66,1
0721,2084449024,4655,1,1823072687,12,33.92,0
0416,2136553361,2635,1,348934600,12,22.86,0
0531,359698649,3645,1,1823072687,12,57.62,0
0721,1100570635,4655,1,1823072687,12,40.28,0
0415,966984015,4655,0,1823072687,12,47.92,0
0803,478820701,3645,0,1823072687,12,52.43,0
0313,1050458046,6065,0,3697346,7,331.56,1
0408,567897093,2635,0,1823072687,12,17.13,0
0629,1455309687,4655,1,855959430,12,299.88,1
0503,292682242,3645,0,1823072687,12,13.22,0
0720,1679796651,4655,0,1823072687,12,34.26,0
0816,2026269026,3645,0,1823072687,12,39.24,0
0807,512338137,3645,0,1823072687,12,69.15,0
0410,968861433,4655,1,1823072687,12,60.67,0
0826,1092512638,3645,1,1823072687,12,1.73,0
0802,587299231,2635,1,1741626453,10,628.85,1
0623,278676105,3645,1,1823072687,12,32.08,0
0511,1381700589,4655,0,480139044,4,195.28,1
0408,287533643,3645,0,1823072687,12,21.25,0
0627,1376957295,2635,0,1823072687,12,31.3,0
0425,1835412106,2635,1,1535107174,0,271.43,1
0325,1626806996,4655,0,348934600,12,102.12,0
0509,460167545,5665,1,85975013,3,33.18,0
0613,676156739,2635,1,1823072687,12,2.7,0
0602,1902104464,6065,1,85975013,3,15.48,0
0824,671524709,5665,1,1823072687,12,35.76,0
0315,2084449024,4655,1,348934600,12,27.11,0
0611,2004941826,2635,1,980657600,10,683.8,1
0511,806399525,2635,1,732195782,13,4375.65,1
0821,878904462,2635,1,1823072687,12,15.68,0
0726,196888452,4655,0,85975013,3,42.58,0
0727,234264885,3645,1,857378720,6,1.7,1
0702,2041218422,3645,0,1823072687,12,37.63,0
0804,611182051,2635,1,1888755466,8,41.99,1
0701,2123823248,4655,1,1823072687,12,57.84,0
0518,1350963410,5665,1,1888755466,8,313.41,1
0811,1342849651,1925,0,980657600,10,536.29,1
0810,629170053,4655,0,480139044,4,359.9,1
0602,965801920,3645,1,480139044,4,432.22,1
0802,1993791093,5665,0,980657600,10,220.32,1
0317,827822455,3645,0,348934600,12,24.32,0
0310,1125717761,5665,0,348934600,12,2.41,0
0810,619464090,5665,0,1649169323,10,279.89,1
0516,1249817283,2635,0,1823072687,12,54.15,0
0715,1986701933,3645,1,980657600,10,335.55,1
0331,399777042,2635,0,348934600,12,60.32,0
0531,1510459992,3645,0,348934600,12,16.73,0
0721,1339724832,6065,0,1748431652,0,15.76,1
0827,1193034305,4655,1,2011752106,6,491.56,1
0815,775363285,2635,1,1823072687,12,15.33,0
0403,1906860092,3645,1,348934600,12,40.56,0
0412,179390259,4655,1,480139044,4,1107.41,1
0822,1155962240,2635,1,1823072687,12,22.51,0
0423,1180936672,2635,1,732195782,13,1299.99,1
0621,1193582671,3645,1,348934600,12,15.34,0
0326,1372042334,1925,1,1535107174,0,596.13,1
0818,735563623,3645,1,1823072687,12,11.89,0
0417,566987196,1925,0,348934600,12,28.19,0
0509,2032185280,3645,1,1946091778,0,73.28,0
0617,805483863,4655,1,348934600,12,31.38,0
0316,332229910,4655,1,1823072687,12,36.46,0
0726,597908249,3645,1,1823072687,12,38.6,0
0511,2078688167,3645,1,732195782,13,5279.97,1
0702,1088768738,2635,1,1823072687,12,41.63,0
0503,886146370,3645,1,348934600,12,14.82,0
0718,655625028,6065,1,348934600,12,31.14,0
0730,616715154,2635,1,980657600,10,170.92,1
0413,296571542,2635,1,480139044,4,179.03,1
0504,381528901,5665,0,1823072687,12,51.81,0
0413,744859144,2635,0,1823072687,12,15.71,0
0415,545248492,4655,0,348934600,12,76.35,0
0317,1569014356,2635,0,1823072687,12,36.61,0
0323,1402369177,2635,1,1888755466,8,41.49,0
0409,471166875,1925,0,1823072687,12,2.57,0
0321,169255115,5665,0,348934600,12,24.41,0
0704,381528901,5665,0,1823072687,12,63.52,0
0605,1411169363,2635,1,1823072687,12,27.92,0
0714,1577104524,2635,0,1823072687,12,9.42,0
0809,1620127338,2635,0,1823072687,12,13.19,0
0529,483912131,2635,1,480139044,4,507.28,1
0807,1259389151,3645,1,151143676,9,101.85,0
0720,432013067,1925,0,1823072687,12,50.22,0
0320,399875163,2635,0,1823072687,12,14.11,0
0620,1889984788,4655,1,2122776122,5,876.14,1
0523,174977934,2635,1,1823072687,12,58.85,0
0725,1253245889,3645,0,348934600,12,68.68,0
0627,660690290,5665,1,1823072687,12,18.35,0
0709,637279747,4655,1,480139044,4,352.93,1
0315,9169170,3645,0,1823072687,12,4.88,0
0726,65424442,3645,1,348934600,12,19.95,0
0730,896659218,4655,1,732195782,13,2728.28,1
0730,215334224,6065,0,348934600,12,21.85,0
0812,1573211398,3645,1,348934600,12,28.28,0
0614,1275518867,5665,1,732195782,13,426.77,1
0824,353418507,4655,0,1823072687,12,11.44,0
0603,866263389,3645,0,348934600,12,22.85,0
0818,1127983201,6065,1,1823072687,12,53.93,0
0705,1935661715,2635,0,50039827,4,344.03,1
0308,886146370,3645,1,348934600,12,59.58,0
0429,126638730,3645,1,857378720,6,438.35,1
0326,391642320,3645,1,1823072687,12,32.49,0
0716,1078316853,2635,1,1823072687,12,15.96,0
0427,233539413,2635,1,480139044,4,78.28,1
0426,876944738,2635,1,1823072687,12,14.89,0
0711,965952231,5665,0,1823072687,12,10.92,0
0411,1349106433,4655,0,1823072687,12,16.96,0
0518,478503155,2635,0,348934600,12,2.45,0
0323,2138823885,4655,0,348934600,12,56.35,0
0331,1709958311,6065,0,855959430,12,89.28,1
0813,1807765388,3645,1,1913465890,4,34.68,0
0327,1680347409,2635,1,348934600,12,16.04,0
0513,1306889886,1925,0,85975013,3,24.16,0
0822,226835436,4655,1,1053599405,4,151.52,0
0418,1978250683,3645,1,980657600,10,354.32,1
0403,1567385001,2635,1,495352832,13,1331.09,1
0722,1558803570,3645,1,480139044,4,470.88,1
0622,1209651258,2635,0,1823072687,12,45.78,0
0819,1069635670,4655,1,1353266412,6,12.28,1
0502,1006176917,2635,0,348934600,12,50.7,0
0517,601235628,4655,1,348934600,12,40.36,0
0714,1734948367,3645,0,1823072687,12,37.2,0
0801,932908444,1925,1,980657600,10,159.24,1
0428,531360588,1925,1,1888755466,8,295.39,1
0808,1022530210,4655,0,1946091778,0,72.26,0
0807,480951921,5665,0,1913465890,4,347.81,0
0422,1385354747,4655,0,348934600,12,42.93,0
0611,1862384239,4655,0,1823072687,12,32.26,0
0613,426715237,1925,0,78078399,0,27.72,0
0427,980876590,2635,1,1823072687,12,29.91,0
0704,816519533,1925,1,1823072687,12,8.94,0
0813,2036557936,2635,0,1823072687,12,29.93,0
0305,1314685160,1925,0,348934600,12,42.63,0
0709,317314063,2635,0,1823072687,12,13.44,0
0618,1799010144,2635,1,1823072687,12,0.22,0
0807,1285086629,6065,1,732195782,13,4684.95,1
0725,719205737,3645,1,1823072687,12,7.05,0
0814,475928775,4655,1,1823072687,12,31.42,0
0304,897883896,2635,1,151143676,9,96.1,0
0629,866263389,3645,0,1823072687,12,18.46,0
0616,275926123,2635,0,732195782,13,1932.47,1
0816,115540448,5665,1,348934600,12,20.05,0
0518,251602943,2635,1,348934600,12,42.38,0
0805,896887653,3645,0,1823072687,12,26.0,0
0722,1740004679,3645,1,1823072687,12,63.1,0
0517,382789952,3645,0,980657600,10,1012.6,1
0325,1886601622,3645,0,348934600,12,22.84,0
0730,332628188,1925,1,857378720,6,543.85,1
0426,1340398290,4655,0,1823072687,12,59.7,0
0623,615281750,3645,1,348934600,12,40.77,0
0707,606355103,4655,1,1823072687,12,25.46,0
0405,1913044357,5665,1,348934600,12,1.78,0
0521,1237709469,1925,1,348934600,12,18.03,0
0817,1133451243,5665,0,1823072687,12,13.05,0
0305,83086349,6065,0,1823072687,12,40.72,0
0310,255292461,5665,1,1823072687,12,50.43,0
0402,2127479268,5665,1,348934600,12,25.92,0
0523,1560893361,3645,0,1823072687,12,31.55,0
0826,350034124,1925,1,1888755466,8,713.37,1
0630,891364505,3645,1,1823072687,12,36.61,0
0608,2055186059,3645,1,1823072687,12,2.03,0
0731,793890087,2635,1,1823072687,12,41.54,0
0708,1767929602,2635,1,1823072687,12,21.97,0
0706,88292631,4655,0,1400236507,5,60.34,0
0615,2055489140,5665,0,209847108,0,62.04,0
0719,1777502922,2635,1,980657600,10,459.84,1
0502,1468773146,3645,0,1053599405,4,119.42,0
0522,1425441042,2635,0,348934600,12,38.68,0
0628,1329920992,5665,0,209847108,0,34.76,0
0529,1536088502,1925,0,1823072687,12,15.12,0
0325,1359606474,3645,1,923029380,5,894.65,1
0518,1146143839,3645,1,348934600,12,28.49,0
0823,350034124,1925,1,480139044,4,146.04,1
0703,2078039202,4655,0,1823072687,12,6.59,0
0712,1459624061,4655,1,1823072687,12,1.38,0
0623,1669649966,3645,1,1823072687,12,89.7,0
0818,1743392358,4655,0,1600850729,2,41.93,0
0827,1040405455,6065,1,1823072687,12,23.06,0
0523,1938976805,2635,0,85975013,3,25.34,0
0609,1038277619,6065,0,348934600,12,13.43,0
0318,1728122351,3645,1,980657600,10,104.4,1
0318,1948728559,5665,1,348934600,12,1.47,0
0810,1697851479,3645,0,1823072687,12,6.34,0
0819,195373250,3645,0,1823072687,12,55.31,0
0603,1666444221,3645,0,348934600,12,22.87,0
0729,968861433,4655,1,1823072687,12,60.88,0
0404,1503504810,1925,1,1823072687,12,11.46,0
0820,265405940,2635,1,1823072687,12,34.21,0
0808,432449092,5665,0,85975013,3,12.51,0
0610,723171448,4655,0,1741626453,10,309.35,1
0317,555482626,3645,1,495352832,13,2278.82,1
0825,901739086,2635,0,1823072687,12,64.79,0
0819,2082187659,2635,0,480139044,4,1449.38,1
0330,638163213,1925,1,151143676,9,3.04,0
0816,204205576,3645,1,3697346,7,321.56,1
0706,1546820736,2635,0,1823072687,12,10.82,0
0716,343535530,3645,1,1823072687,12,28.16,0
0305,957771834,4655,0,1198415165,0,5.2,0
0627,1257820473,3645,0,348934600,12,9.12,0
0813,938915039,4655,1,1888755466,8,110.89,0
0711,1040405455,6065,1,1823072687,12,9.04,0
0505,2007253908,2635,0,348934600,12,10.13,0
0805,60026962,2635,1,840466850,11,260.33,1
0806,11116138,2635,1,1823072687,12,14.75,0
0623,1207877529,3645,0,348934600,12,13.41,0
0721,46027917,5665,1,3697346,7,221.03,1
0811,2004941826,2635,1,855959430,12,327.19,1
0715,176878772,2635,1,1823072687,12,7.53,0
0719,208889378,4655,0,348934600,12,44.75,0
0521,1572610482,3645,1,980657600,10,151.21,1
0520,407936671,2635,1,1823072687,12,19.4,0
0321,1557689947,1925,1,1823072687,12,67.87,0
0409,1978250683,3645,1,1649169323,10,167.59,1
0322,788057671,3645,1,855959430,12,15.63,0
0704,801383032,3645,0,1823072687,12,25.39,0
0307,1799589925,5665,0,495352832,13,6142.59,1
0608,1278181986,2635,1,348934600,12,25.08,0
0319,2055156879,3645,1,855959430,12,334.25,1
0728,1602759549,2635,1,1823072687,12,14.62,0
0810,123366357,4655,0,1823072687,12,10.58,0
0627,719332132,2635,1,348934600,12,17.46,0
0422,375144053,6065,1,2011752106,6,362.43,1
0712,399777042,2635,0,980657600,10,163.99,1
0302,1791559714,3645,1,348934600,12,48.94,0
0314,1886871597,4655,1,980657600,10,87.5,1
0717,1591008232,4655,1,1823072687,12,30.53,0
0815,567616900,4655,0,348934600,12,22.09,0
0703,1826105311,3645,1,2080407379,13,1461.08,1
0605,647931416,3645,1,17379832,10,478.95,1
0729,1455309687,4655,1,855959430,12,255.04,1
0719,714086473,3645,1,1946091778,0,129.04,0
0528,1033848759,4655,0,1823072687,12,12.95,0
0520,1648683269,3645,0,348934600,12,25.09,0
0409,1117403153,5665,1,348934600,12,26.05,0
0731,2040640036,1925,1,480139044,4,155.05,1
0513,941334726,3645,1,1823072687,12,35.65,0
0616,1872803698,3645,1,1823072687,12,9.03,0
0407,354971512,6065,1,855959430,12,4.22,0
0527,581581060,3645,1,480139044,4,290.32,1
0712,1663641926,6065,1,1823072687,12,41.68,0
0303,1685492470,2635,1,732195782,13,653.5,1
0808,1463141739,3645,0,1823072687,12,26.6,0
0816,1777674460,2635,1,85975013,3,54.0,0
0724,437836513,2635,0,1823072687,12,42.78,0
0420,1950723662,2635,1,1823072687,12,32.83,0
0824,756645719,2635,1,1823072687,12,32.08,0
0415,2126436338,1925,1,348934600,12,39.11,0
0814,1650590141,3645,1,1823072687,12,35.84,0
0526,1702053445,4655,1,85975013,3,53.29,0
0518,825739161,3645,1,1823072687,12,76.08,0
0804,574289698,3645,0,1823072687,12,8.15,0
0721,1187979419,2635,1,348934600,12,16.82,0
0527,1087788850,4655,0,1823072687,12,6.67,0
0411,1338020899,3645,0,348934600,12,3.01,0
0727,478503155,2635,0,1053599405,4,69.93,0
0614,1077245673,4655,1,348934600,12,5.41,0
0505,56197730,2635,0,1823072687,12,33.08,0
0818,519449235,2635,1,1823072687,12,26.43,0
0412,1028143403,3645,0,1823072687,12,46.71,0
0804,730733765,3645,1,1198415165,0,71.15,0
0824,660690290,5665,1,1823072687,12,40.02,0
0630,2109575612,5665,0,1823072687,12,44.46,0
0321,2037169176,1925,1,348934600,12,12.11,0
0308,515668508,3645,1,732195782,13,2854.69,1
0619,46027917,5665,1,480139044,4,732.15,1
0615,935791733,3645,3,348934600,12,61.32,0
0727,2070990530,3645,0,1823072687,12,10.23,0
0815,10745331,4655,1,1823072687,12,44.61,0
0509,1497895052,2635,0,1823072687,12,33.88,0
0612,322802193,2635,0,1913465890,4,308.39,0
0411,1006176917,2635,0,348934600,12,6.4,0
0717,1899001756,2635,0,348934600,12,30.34,0
0505,585299069,3645,1,1823072687,12,46.64,0
0721,2087230127,2635,1,348934600,12,13.67,0
0529,1768385310,2635,1,348934600,12,47.11,0
0410,1321650743,3645,0,78078399,0,38.41,0
0414,719332132,2635,1,348934600,12,20.68,0
0410,1032319289,3645,1,1823072687,12,30.21,0
0504,623601481,3645,0,1741626453,10,521.63,1
0708,748358246,2635,0,1741626453,10,1097.59,1
0520,538394574,2635,0,348934600,12,9.19,0
0513,1903765775,3645,0,151143676,9,25.09,0
0515,1114685649,3645,0,348934600,12,8.15,0
0415,1767734624,3645,1,1823072687,12,52.17,0
0809,1560259762,3645,1,1946091778,0,20.62,0
0321,1887326984,2635,1,480139044,4,178.07,0
0718,1969430351,3645,0,348934600,12,38.95,0
0806,281474709,5665,1,348934600,12,17.55,0
0630,880299982,3645,0,980657600,10,6.92,1
0412,1545573016,2635,1,1294758098,7,280.34,1
0409,369115109,1925,1,348934600,12,15.05,0
0515,123623130,2635,1,348934600,12,11.18,0
0705,620542168,2635,0,348934600,12,14.93,0
0722,1491844959,1925,1,85975013,3,20.03,0
0716,332628188,1925,1,348934600,12,37.67,0
0302,156162339,2635,1,1823072687,12,44.8,0
0720,334841918,2635,0,1053599405,4,41.1,0
0514,786249459,4655,0,1823072687,12,16.72,0
0611,1070277785,4655,1,348934600,12,39.93,0
0319,1374011975,2635,0,348934600,12,15.8,0
0821,859628493,3645,1,348934600,12,50.96,0
0704,1440340988,5665,1,1198415165,0,21.72,1
0304,1574217480,1925,1,348934600,12,28.21,0
0803,797980818,3645,0,1823072687,12,30.6,0
0703,837113913,1925,0,1823072687,12,56.13,0
0726,357634845,3645,0,1823072687,12,21.83,0
0610,1178005728,3645,1,348934600,12,73.99,0
0329,1849046345,4655,1,840466850,11,334.3,1
0624,251449240,3645,1,1823072687,12,32.75,0
0705,1392385769,3645,0,348934600,12,57.87,0
0731,1642592478,2635,0,1823072687,12,14.45,0
0515,1951890364,3645,1,348934600,12,4.53,0
0726,1740186506,3645,0,1823072687,12,33.94,0
0808,350626061,3645,1,348934600,12,15.36,0
0823,823680818,3645,0,348934600,12,31.22,0
0714,1646244537,4655,0,1823072687,12,30.39,0
0324,105013970,3645,0,348934600,12,16.47,0
0403,1586463432,6065,0,348934600,12,10.74,0
0411,1918953803,2635,1,348934600,12,47.69,0
0507,2003246685,2635,0,348934600,12,20.19,0
0430,1909782411,4655,1,209847108,0,59.87,0
0417,597262762,3645,1,1823072687,12,24.89,0
0712,650117238,3645,0,480139044,4,587.03,1
0303,1691073795,2635,1,348934600,12,6.07,0
0619,139784508,2635,0,85975013,3,82.41,0
0817,665247956,4655,0,348934600,12,30.56,0
0820,940143351,4655,0,980657600,10,282.12,1
0520,264736518,4655,1,980657600,10,641.54,1
0820,1629621972,4655,0,480139044,4,104.56,1
0731,402571153,4655,0,1198415165,0,131.75,0
0823,350626061,3645,1,1823072687,12,21.79,0
0611,34111179,4655,1,980657600,10,391.69,1
0822,1125717761,5665,0,1823072687,12,35.82,0
0712,1978250683,3645,1,1748431652,0,251.64,1
0814,784005201,4655,0,1823072687,12,16.17,0
0709,949319027,2635,0,1823072687,12,18.14,0
0420,2113737065,2635,1,2122776122,5,499.19,1
0503,1403935304,3645,0,348934600,12,24.95,0
0314,1744858817,6065,0,732195782,13,1998.45,1
0305,1419246450,3645,0,1823072687,12,3.87,0
0723,1647495093,3645,0,1649169323,10,311.31,1
0501,70991061,2635,1,348934600,12,15.96,0
0715,1705927875,3645,0,348934600,12,20.26,0
0709,1047374909,6065,1,1823072687,12,3.76,0
0404,914285365,4655,0,348934600,12,28.64,0
0804,510046708,6065,1,1823072687,12,35.86,0
0713,413455659,2635,1,348934600,12,25.85,0
0420,1294166760,3645,0,1888755466,8,257.44,1
0324,811312110,3645,1,732195782,13,861.98,1
0615,1599273075,5665,0,1823072687,12,28.63,0
0610,77017704,2635,1,1823072687,12,14.12,0
0827,5377162,4655,1,1823072687,12,29.84,0
0416,1802714004,2635,0,151143676,9,12.56,0
0809,1591008232,4655,1,1823072687,12,30.67,0
0601,301739259,2635,0,2122776122,5,290.6,1
0627,607766298,1925,1,1823072687,12,34.58,0
0329,333185464,6065,0,348934600,12,9.43,0
0628,534961358,2635,1,1823072687,12,8.82,0
0505,825739161,3645,1,1823072687,12,13.09,0
0526,1975714155,5665,1,1823072687,12,27.01,0
